,date,symbol,open,high,low,close,volume,adj_close
25,2021-02-09,MSFT,241.8699951171875,244.75999450683594,241.3800048828125,243.77000427246094,23565000,236.10415649414062
26,2021-02-10,MSFT,245.0,245.9199981689453,240.88999938964844,242.82000732421875,22186700,235.18405151367188
27,2021-02-11,MSFT,244.77999877929688,245.14999389648438,242.14999389648438,244.49000549316406,15751100,236.801513671875
28,2021-02-12,MSFT,243.92999267578125,245.3000030517578,242.72999572753906,244.99000549316406,16561100,237.28578186035156
29,2021-02-16,MSFT,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,26728500,236.0363311767578
30,2021-02-17,MSFT,241.32000732421875,244.30999755859375,240.94000244140625,244.1999969482422,21653500,237.0653533935547
31,2021-02-18,MSFT,241.8000030517578,243.92999267578125,240.86000061035156,243.7899932861328,16925600,236.66732788085938
32,2021-02-19,MSFT,243.75,243.86000061035156,240.17999267578125,240.97000122070312,25262600,233.9297332763672
33,2021-02-22,MSFT,237.4199981689453,237.92999267578125,232.39999389648438,234.50999450683594,36446900,227.65847778320312
34,2021-02-23,MSFT,230.3300018310547,234.8300018310547,228.72999572753906,233.27000427246094,30228700,226.45469665527344
35,2021-02-24,MSFT,230.00999450683594,235.1999969482422,229.0,234.5500030517578,26339700,227.6973114013672
36,2021-02-25,MSFT,232.0800018310547,234.58999633789062,227.8800048828125,228.99000549316406,39542200,222.29974365234375
37,2021-02-26,MSFT,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,37819200,225.5906982421875
38,2021-03-01,MSFT,235.89999389648438,237.47000122070312,233.14999389648438,236.94000244140625,25324000,230.01748657226562
39,2021-03-02,MSFT,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,22812500,227.03717041015625
40,2021-03-03,MSFT,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,34029500,220.91152954101562
41,2021-03-04,MSFT,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,44727800,220.10577392578125
42,2021-03-05,MSFT,229.52000427246094,233.27000427246094,226.4600067138672,231.60000610351562,41872800,224.83348083496094
43,2021-03-08,MSFT,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,35267400,220.7465057373047
44,2021-03-09,MSFT,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,33080500,226.94981384277344
45,2021-03-10,MSFT,237.0,237.0,232.0399932861328,232.4199981689453,29746800,225.62954711914062
46,2021-03-11,MSFT,234.9600067138672,239.1699981689453,234.30999755859375,237.1300048828125,29907600,230.2019500732422
47,2021-03-12,MSFT,234.00999450683594,235.82000732421875,233.22999572753906,235.75,22653700,228.86224365234375
48,2021-03-15,MSFT,234.9600067138672,235.19000244140625,231.80999755859375,234.80999755859375,26034900,227.94972229003906
49,2021-03-16,MSFT,236.27999877929688,240.05999755859375,235.94000244140625,237.7100067138672,28092200,230.7649688720703
50,2021-03-17,MSFT,236.14999389648438,238.5500030517578,233.22999572753906,237.0399932861328,29562100,230.11453247070312
51,2021-03-18,MSFT,232.55999755859375,234.19000244140625,230.3300018310547,230.72000122070312,34833000,223.97921752929688
52,2021-03-19,MSFT,231.02000427246094,232.47000122070312,229.35000610351562,230.35000610351562,46430700,223.62002563476562
53,2021-03-22,MSFT,230.27000427246094,236.89999389648438,230.13999938964844,235.99000549316406,30127000,229.0952606201172
54,2021-03-23,MSFT,237.49000549316406,241.0500030517578,237.07000732421875,237.5800018310547,31638400,230.6387481689453
55,2021-03-24,MSFT,237.85000610351562,238.0,235.32000732421875,235.4600067138672,25620100,228.5806884765625
56,2021-03-25,MSFT,235.3000030517578,236.94000244140625,231.57000732421875,232.33999633789062,34061900,225.55189514160156
57,2021-03-26,MSFT,231.5500030517578,236.7100067138672,231.5500030517578,236.47999572753906,25479900,229.57090759277344
58,2021-03-29,MSFT,236.58999633789062,236.8000030517578,231.8800048828125,235.24000549316406,25227500,228.3671417236328
59,2021-03-30,MSFT,233.52999877929688,233.85000610351562,231.10000610351562,231.85000610351562,24792000,225.07618713378906
60,2021-03-31,MSFT,232.91000366210938,239.10000610351562,232.38999938964844,235.77000427246094,43623500,228.88165283203125
61,2021-04-01,MSFT,238.47000122070312,242.83999633789062,238.0500030517578,242.35000610351562,30338000,235.2694549560547
62,2021-04-05,MSFT,242.75999450683594,249.9600067138672,242.6999969482422,249.07000732421875,36910600,241.7930908203125
63,2021-04-06,MSFT,247.61000061035156,249.39999389648438,246.8800048828125,247.86000061035156,22931900,240.61842346191406
64,2021-04-07,MSFT,247.80999755859375,250.92999267578125,247.19000244140625,249.89999389648438,22719800,242.59884643554688
65,2021-04-08,MSFT,252.77000427246094,254.13999938964844,252.0,253.25,23625200,245.85098266601562
66,2021-04-09,MSFT,252.8699951171875,255.99000549316406,252.44000244140625,255.85000610351562,24326800,248.37501525878906
67,2021-04-12,MSFT,254.7100067138672,257.6700134277344,254.6199951171875,255.91000366210938,27148700,248.43325805664062
68,2021-04-13,MSFT,257.260009765625,259.19000244140625,256.8299865722656,258.489990234375,23837500,250.93785095214844
69,2021-04-14,MSFT,257.4800109863281,258.8299865722656,255.16000366210938,255.58999633789062,23070900,248.12261962890625
70,2021-04-15,MSFT,257.92999267578125,259.92999267578125,257.7300109863281,259.5,25627500,251.91835021972656
71,2021-04-16,MSFT,259.4700012207031,261.0,257.6000061035156,260.739990234375,24878600,253.12217712402344
72,2021-04-19,MSFT,260.19000244140625,261.4800109863281,257.82000732421875,258.739990234375,23209300,251.18052673339844
73,2021-04-20,MSFT,257.82000732421875,260.20001220703125,256.8399963378906,258.260009765625,19722900,250.71461486816406
74,2021-04-21,MSFT,258.94000244140625,260.67999267578125,257.25,260.5799865722656,24030400,252.96678161621094
75,2021-04-22,MSFT,260.2099914550781,261.7799987792969,255.63999938964844,257.1700134277344,25606200,249.65643310546875
76,2021-04-23,MSFT,257.8800048828125,261.510009765625,257.2699890136719,261.1499938964844,21462600,253.52015686035156
77,2021-04-26,MSFT,261.6600036621094,262.44000244140625,260.1700134277344,261.54998779296875,19763300,253.90841674804688
78,2021-04-27,MSFT,261.5799865722656,263.19000244140625,260.1199951171875,261.9700012207031,31014200,254.3162078857422
79,2021-04-28,MSFT,256.0799865722656,256.5400085449219,252.9499969482422,254.55999755859375,46903100,247.12265014648438
80,2021-04-29,MSFT,255.4600067138672,256.1000061035156,249.0,252.50999450683594,40589000,245.13258361816406
81,2021-04-30,MSFT,249.74000549316406,253.0800018310547,249.60000610351562,252.17999267578125,30945100,244.81222534179688
82,2021-05-03,MSFT,253.39999389648438,254.35000610351562,251.1199951171875,251.86000061035156,19626600,244.5015869140625
83,2021-05-04,MSFT,250.97000122070312,251.2100067138672,245.75999450683594,247.7899932861328,32756100,240.5504913330078
84,2021-05-05,MSFT,249.05999755859375,249.5,245.82000732421875,246.47000122070312,21901300,239.26902770996094
85,2021-05-06,MSFT,246.4499969482422,249.86000061035156,244.69000244140625,249.72999572753906,26491100,242.4337921142578
86,2021-05-07,MSFT,252.14999389648438,254.3000030517578,251.1699981689453,252.4600067138672,27032900,245.0840301513672
87,2021-05-10,MSFT,250.8699951171875,251.72999572753906,247.1199951171875,247.17999267578125,29299900,239.95831298828125
88,2021-05-11,MSFT,244.5500030517578,246.60000610351562,242.57000732421875,246.22999572753906,33641600,239.03607177734375
89,2021-05-12,MSFT,242.1699981689453,244.3800048828125,238.07000732421875,239.0,36684400,232.0172882080078
90,2021-05-13,MSFT,241.8000030517578,245.60000610351562,241.4199981689453,243.02999877929688,29624300,235.92955017089844
91,2021-05-14,MSFT,245.5800018310547,249.17999267578125,245.49000549316406,248.14999389648438,23901100,240.89996337890625
92,2021-05-17,MSFT,246.5500030517578,246.58999633789062,243.52000427246094,245.17999267578125,24970200,238.0167236328125
93,2021-05-18,MSFT,246.27000427246094,246.41000366210938,242.89999389648438,243.0800018310547,20168000,235.9781036376953
94,2021-05-19,MSFT,239.30999755859375,243.22999572753906,238.60000610351562,243.1199951171875,25739800,236.5618896484375
95,2021-05-20,MSFT,243.9600067138672,247.9499969482422,243.86000061035156,246.47999572753906,21800700,239.8312530517578
96,2021-05-21,MSFT,247.57000732421875,248.3300018310547,244.74000549316406,245.1699981689453,21863100,238.55661010742188
97,2021-05-24,MSFT,247.7899932861328,251.16000366210938,247.50999450683594,250.77999877929688,21411500,244.01528930664062
98,2021-05-25,MSFT,251.77000427246094,252.75,250.82000732421875,251.72000122070312,17704300,244.929931640625
99,2021-05-26,MSFT,251.42999267578125,252.94000244140625,250.75,251.49000549316406,17771600,244.70611572265625
100,2021-05-27,MSFT,251.1699981689453,251.47999572753906,249.25,249.30999755859375,24426200,242.5849151611328
101,2021-05-28,MSFT,251.0,252.0800018310547,249.55999755859375,249.67999267578125,18270200,242.9449462890625
102,2021-06-01,MSFT,251.22999572753906,251.2899932861328,246.9600067138672,247.39999389648438,23213300,240.7264404296875
103,2021-06-02,MSFT,248.1300048828125,249.27000427246094,245.83999633789062,247.3000030517578,19406700,240.629150390625
104,2021-06-03,MSFT,245.22000122070312,246.33999633789062,243.0,245.7100067138672,25307700,239.08206176757812
105,2021-06-04,MSFT,247.75999450683594,251.64999389648438,247.50999450683594,250.7899932861328,25281100,244.02500915527344
106,2021-06-07,MSFT,249.97999572753906,254.08999633789062,249.80999755859375,253.80999755859375,23079200,246.9635467529297
107,2021-06-08,MSFT,255.16000366210938,256.010009765625,252.50999450683594,252.57000732421875,22455000,245.75701904296875
108,2021-06-09,MSFT,253.80999755859375,255.52999877929688,253.2100067138672,253.58999633789062,17937600,246.74948120117188
109,2021-06-10,MSFT,254.2899932861328,257.4599914550781,253.6699981689453,257.239990234375,24563600,250.301025390625
110,2021-06-11,MSFT,257.989990234375,258.489990234375,256.6099853515625,257.8900146484375,18999700,250.9335174560547
111,2021-06-14,MSFT,257.8999938964844,259.95001220703125,256.79998779296875,259.8900146484375,19150500,252.8795623779297
112,2021-06-15,MSFT,259.7699890136719,259.989990234375,257.67999267578125,258.3599853515625,18038900,251.3907928466797
113,2021-06-16,MSFT,259.3999938964844,260.5799865722656,254.4199981689453,257.3800048828125,27220000,250.43724060058594
114,2021-06-17,MSFT,256.07000732421875,261.75,256.010009765625,260.8999938964844,27565500,253.8623046875
115,2021-06-18,MSFT,259.6300048828125,262.29998779296875,258.75,259.42999267578125,37202200,252.4319610595703
116,2021-06-21,MSFT,259.82000732421875,263.5199890136719,257.9200134277344,262.6300048828125,26696100,255.54562377929688
117,2021-06-22,MSFT,262.7200012207031,265.7900085449219,262.3999938964844,265.510009765625,24694100,258.3479309082031
118,2021-06-23,MSFT,265.989990234375,266.8299865722656,264.42999267578125,265.2699890136719,19518700,258.1144104003906
119,2021-06-24,MSFT,266.1600036621094,267.8500061035156,265.4700012207031,266.69000244140625,21446900,259.49609375
120,2021-06-25,MSFT,266.2300109863281,267.25,264.760009765625,265.0199890136719,25611100,257.8711242675781
121,2021-06-28,MSFT,266.19000244140625,268.8999938964844,265.9100036621094,268.7200012207031,19590000,261.4713439941406
122,2021-06-29,MSFT,268.8699951171875,271.6499938964844,267.9800109863281,271.3999938964844,19937800,264.0791320800781
123,2021-06-30,MSFT,270.69000244140625,271.3599853515625,269.6000061035156,270.8999938964844,21656500,263.59259033203125
124,2021-07-01,MSFT,269.6099853515625,271.8399963378906,269.6000061035156,271.6000061035156,16725300,264.273681640625
125,2021-07-02,MSFT,272.82000732421875,278.0,272.5,277.6499938964844,26458000,270.16046142578125
126,2021-07-06,MSFT,278.0299987792969,279.3699951171875,274.29998779296875,277.6600036621094,31565600,270.1701965332031
127,2021-07-07,MSFT,279.3999938964844,280.69000244140625,277.1499938964844,279.92999267578125,23260000,272.3789978027344
128,2021-07-08,MSFT,276.8999938964844,278.7300109863281,274.8699951171875,277.4200134277344,24618600,269.93670654296875
129,2021-07-09,MSFT,275.7200012207031,278.04998779296875,275.32000732421875,277.94000244140625,23916700,270.44268798828125
130,2021-07-12,MSFT,279.1600036621094,279.7699890136719,276.5799865722656,277.32000732421875,18931700,269.8393859863281
131,2021-07-13,MSFT,277.5199890136719,282.8500061035156,277.3900146484375,280.9800109863281,26120100,273.4007263183594
132,2021-07-14,MSFT,282.3500061035156,283.6600036621094,280.54998779296875,282.510009765625,23113700,274.889404296875
133,2021-07-15,MSFT,282.0,282.510009765625,279.8299865722656,281.0299987792969,22604200,273.44927978515625
134,2021-07-16,MSFT,282.07000732421875,284.1000061035156,279.4599914550781,280.75,26186800,273.1768493652344
135,2021-07-19,MSFT,278.92999267578125,280.3699951171875,274.45001220703125,277.010009765625,32935600,269.5377502441406
136,2021-07-20,MSFT,278.0299987792969,280.9700012207031,276.260009765625,279.32000732421875,26259700,271.7854919433594
137,2021-07-21,MSFT,278.8999938964844,281.5199890136719,277.2900085449219,281.3999938964844,24364300,273.8092956542969
138,2021-07-22,MSFT,283.8399963378906,286.4200134277344,283.4200134277344,286.1400146484375,23384100,278.4214782714844
139,2021-07-23,MSFT,287.3699951171875,289.989990234375,286.5,289.6700134277344,22768100,281.85626220703125
140,2021-07-26,MSFT,289.0,289.69000244140625,286.6400146484375,289.04998779296875,23176100,281.2529602050781
141,2021-07-27,MSFT,289.42999267578125,289.5799865722656,282.95001220703125,286.5400085449219,33604100,278.8106994628906
142,2021-07-28,MSFT,288.989990234375,290.1499938964844,283.8299865722656,286.2200012207031,33566900,278.4993896484375
143,2021-07-29,MSFT,286.239990234375,288.6199951171875,286.0799865722656,286.5,18168300,278.771728515625
144,2021-07-30,MSFT,285.1700134277344,286.6600036621094,283.9100036621094,284.9100036621094,20944800,277.22467041015625
145,2021-08-02,MSFT,286.3599853515625,286.7699890136719,283.739990234375,284.82000732421875,16267400,277.1370849609375
146,2021-08-03,MSFT,285.4200134277344,287.2300109863281,284.0,287.1199951171875,17879000,279.3749694824219
147,2021-08-04,MSFT,286.2200012207031,287.5899963378906,284.6499938964844,286.510009765625,16191300,278.781494140625
148,2021-08-05,MSFT,286.8800048828125,289.6300048828125,286.1000061035156,289.5199890136719,13900200,281.71026611328125
149,2021-08-06,MSFT,288.510009765625,289.5,287.6199951171875,289.4599914550781,16589300,281.6518859863281
150,2021-08-09,MSFT,289.75,291.54998779296875,287.80999755859375,288.3299865722656,16117600,280.55230712890625
151,2021-08-10,MSFT,288.79998779296875,289.25,285.20001220703125,286.44000244140625,18616600,278.71337890625
152,2021-08-11,MSFT,287.2099914550781,288.6600036621094,285.8599853515625,286.95001220703125,13955900,279.2096862792969
153,2021-08-12,MSFT,286.6300048828125,289.9700012207031,286.3399963378906,289.80999755859375,14561300,281.992431640625
154,2021-08-13,MSFT,289.4800109863281,292.8999938964844,289.29998779296875,292.8500061035156,18249000,284.9504699707031
155,2021-08-16,MSFT,293.19000244140625,294.82000732421875,290.0199890136719,294.6000061035156,22507600,286.65325927734375
156,2021-08-17,MSFT,292.3900146484375,293.42999267578125,291.0799865722656,293.0799865722656,20075300,285.1742248535156
157,2021-08-18,MSFT,292.0400085449219,294.82000732421875,290.2699890136719,290.7300109863281,21813000,283.4292297363281
158,2021-08-19,MSFT,288.69000244140625,297.4700012207031,288.6400146484375,296.7699890136719,29850500,289.3175048828125
159,2021-08-20,MSFT,299.7200012207031,305.8399963378906,298.05999755859375,304.3599853515625,40817600,296.7168884277344
160,2021-08-23,MSFT,303.25,305.3999938964844,301.8500061035156,304.6499938964844,22830200,296.9996643066406
161,2021-08-24,MSFT,305.0199890136719,305.6499938964844,302.0,302.6199951171875,18175800,295.0205993652344
162,2021-08-25,MSFT,304.29998779296875,304.5899963378906,300.4200134277344,302.010009765625,20006100,294.4259948730469
163,2021-08-26,MSFT,300.989990234375,302.42999267578125,298.95001220703125,299.0899963378906,17666100,291.57928466796875
164,2021-08-27,MSFT,298.989990234375,300.8699951171875,296.8299865722656,299.7200012207031,22605700,292.1934814453125
165,2021-08-30,MSFT,301.1199951171875,304.2200012207031,301.05999755859375,303.5899963378906,16348100,295.96624755859375
166,2021-08-31,MSFT,304.4200134277344,304.5,301.5,301.8800048828125,26285300,294.2991943359375
167,2021-09-01,MSFT,302.8699951171875,305.19000244140625,301.489990234375,301.8299865722656,18983800,294.25042724609375
168,2021-09-02,MSFT,302.20001220703125,303.3599853515625,300.17999267578125,301.1499938964844,16285600,293.5875244140625
169,2021-09-03,MSFT,300.989990234375,302.6000061035156,300.260009765625,301.1400146484375,14747900,293.57781982421875
170,2021-09-07,MSFT,301.010009765625,301.0899963378906,298.20001220703125,300.17999267578125,17180400,292.6419372558594
171,2021-09-08,MSFT,299.7799987792969,300.6099853515625,297.4700012207031,300.2099914550781,15046800,292.67108154296875
172,2021-09-09,MSFT,300.82000732421875,302.1400146484375,297.0,297.25,19927000,289.78546142578125
173,2021-09-10,MSFT,298.4200134277344,299.9200134277344,295.3800048828125,295.7099914550781,19633400,288.28411865234375
174,2021-09-13,MSFT,297.54998779296875,298.5400085449219,294.0799865722656,296.989990234375,23652900,289.5320129394531
175,2021-09-14,MSFT,299.55999755859375,301.3900146484375,298.1000061035156,299.7900085449219,21853400,292.2617492675781
176,2021-09-15,MSFT,303.260009765625,305.32000732421875,301.82000732421875,304.82000732421875,28356300,297.1653137207031
177,2021-09-16,MSFT,303.760009765625,305.30999755859375,300.760009765625,305.2200012207031,19550800,297.55535888671875
178,2021-09-17,MSFT,304.1700134277344,304.5,299.5299987792969,299.8699951171875,41372500,292.3396911621094
179,2021-09-20,MSFT,296.3299865722656,298.7200012207031,289.5199890136719,294.29998779296875,38278700,286.9095458984375
180,2021-09-21,MSFT,295.69000244140625,297.5400085449219,294.07000732421875,294.79998779296875,22364100,287.39697265625
181,2021-09-22,MSFT,296.7300109863281,300.2200012207031,294.510009765625,298.5799865722656,26626300,291.0820617675781
182,2021-09-23,MSFT,298.8500061035156,300.8999938964844,297.5299987792969,299.55999755859375,18604600,292.0374755859375
183,2021-09-24,MSFT,298.2300109863281,299.79998779296875,296.92999267578125,299.3500061035156,14999000,291.8327331542969
184,2021-09-27,MSFT,296.1400146484375,296.4700012207031,292.94000244140625,294.1700134277344,23571700,286.7828674316406
185,2021-09-28,MSFT,289.79998779296875,290.7799987792969,282.75,283.5199890136719,43186200,276.4002685546875
186,2021-09-29,MSFT,285.1000061035156,286.7699890136719,283.010009765625,284.0,26353700,276.8681945800781
187,2021-09-30,MSFT,285.7099914550781,287.8299865722656,281.6199951171875,281.9200134277344,32343600,274.8404235839844
188,2021-10-01,MSFT,282.1199951171875,289.9800109863281,281.2900085449219,289.1000061035156,30086300,281.8401184082031
189,2021-10-04,MSFT,287.3999938964844,287.75,280.25,283.1099853515625,31350700,276.0005798339844
190,2021-10-05,MSFT,284.04998779296875,290.3999938964844,284.04998779296875,288.760009765625,24993000,281.5086669921875
191,2021-10-06,MSFT,285.7799987792969,293.6300048828125,285.510009765625,293.1099853515625,28002600,285.74945068359375
192,2021-10-07,MSFT,295.17999267578125,296.6400146484375,293.9200134277344,294.8500061035156,20430500,287.44573974609375
193,2021-10-08,MSFT,296.2200012207031,296.6400146484375,293.760009765625,294.8500061035156,17685700,287.44573974609375
194,2021-10-11,MSFT,292.9200134277344,297.9700012207031,292.75,294.2300109863281,19298600,286.8413391113281
195,2021-10-12,MSFT,295.3399963378906,295.44000244140625,292.3500061035156,292.8800048828125,17974100,285.52520751953125
196,2021-10-13,MSFT,294.9100036621094,297.2799987792969,293.489990234375,296.30999755859375,23416300,288.86907958984375
197,2021-10-14,MSFT,299.2099914550781,303.2699890136719,297.8299865722656,302.75,27262900,295.1473693847656
198,2021-10-15,MSFT,302.3399963378906,304.45001220703125,300.5199890136719,304.2099914550781,25384800,296.5707702636719
199,2021-10-18,MSFT,303.57000732421875,308.2099914550781,302.69000244140625,307.2900085449219,22729300,299.5733947753906
200,2021-10-19,MSFT,308.3500061035156,309.29998779296875,307.2200012207031,308.2300109863281,17682100,300.48974609375
201,2021-10-20,MSFT,309.2099914550781,309.70001220703125,306.1099853515625,307.4100036621094,16537100,299.6903381347656
202,2021-10-21,MSFT,307.1700134277344,311.0199890136719,306.3599853515625,310.760009765625,16918100,302.95623779296875
203,2021-10-22,MSFT,310.3999938964844,311.0899963378906,307.79998779296875,309.1600036621094,17449300,301.39642333984375
204,2021-10-25,MSFT,309.3599853515625,309.3999938964844,306.4599914550781,308.1300048828125,17554500,300.39227294921875
205,2021-10-26,MSFT,311.0,312.3999938964844,308.6000061035156,310.1099853515625,28107300,302.322509765625
206,2021-10-27,MSFT,316.0,326.1000061035156,316.0,323.1700134277344,52588700,315.05462646484375
207,2021-10-28,MSFT,324.3299865722656,324.8699951171875,321.3599853515625,324.3500061035156,26297900,316.2049560546875
208,2021-10-29,MSFT,324.1300048828125,332.0,323.8999938964844,331.6199951171875,34766000,323.2923583984375
209,2021-11-01,MSFT,331.3599853515625,331.489990234375,326.3699951171875,329.3699951171875,27073200,321.098876953125
210,2021-11-02,MSFT,330.30999755859375,333.45001220703125,330.0,333.1300048828125,26487100,324.76446533203125
211,2021-11-03,MSFT,333.8999938964844,334.8999938964844,330.6499938964844,334.0,21500100,325.61260986328125
212,2021-11-04,MSFT,332.8900146484375,336.5400085449219,329.510009765625,336.44000244140625,23992200,327.9913635253906
213,2021-11-05,MSFT,338.510009765625,338.7900085449219,334.4200134277344,336.05999755859375,22570100,327.62091064453125
214,2021-11-08,MSFT,337.29998779296875,337.6499938964844,334.44000244140625,336.989990234375,20897000,328.5275573730469
215,2021-11-09,MSFT,337.1099853515625,338.7200012207031,334.5299987792969,335.95001220703125,21307400,327.5136413574219
216,2021-11-10,MSFT,334.57000732421875,334.6300048828125,329.9200134277344,330.79998779296875,25500900,322.492919921875
217,2021-11-11,MSFT,331.25,333.7699890136719,330.510009765625,332.42999267578125,16849800,324.0820617675781
218,2021-11-12,MSFT,333.9200134277344,337.2300109863281,333.7900085449219,336.7200012207031,23831000,328.2643127441406
219,2021-11-15,MSFT,337.5400085449219,337.8800048828125,334.0299987792969,336.07000732421875,16723000,327.630615234375
220,2021-11-16,MSFT,335.67999267578125,340.6700134277344,335.510009765625,339.510009765625,20886800,330.9842529296875
221,2021-11-17,MSFT,338.94000244140625,342.19000244140625,338.0,339.1199951171875,19053400,331.2088623046875
222,2021-11-18,MSFT,338.17999267578125,342.45001220703125,337.1199951171875,341.2699890136719,22463500,333.3086853027344
223,2021-11-19,MSFT,342.6400146484375,345.1000061035156,342.20001220703125,343.1099853515625,21963400,335.1057434082031
224,2021-11-22,MSFT,344.6199951171875,349.6700134277344,339.54998779296875,339.8299865722656,31031100,331.9023132324219
225,2021-11-23,MSFT,337.04998779296875,339.45001220703125,333.55999755859375,337.67999267578125,30427600,329.8024597167969
226,2021-11-24,MSFT,336.2799987792969,338.1600036621094,333.9100036621094,337.9100036621094,21661300,330.0270690917969
227,2021-11-26,MSFT,334.3500061035156,337.92999267578125,328.1199951171875,329.67999267578125,24217200,321.9890441894531
228,2021-11-29,MSFT,334.94000244140625,339.0299987792969,334.739990234375,336.6300048828125,28563500,328.77703857421875
229,2021-11-30,MSFT,335.32000732421875,337.7799987792969,328.989990234375,330.5899963378906,42885600,322.87786865234375
230,2021-12-01,MSFT,335.1300048828125,339.2799987792969,329.3900146484375,330.0799865722656,33337600,322.37969970703125
231,2021-12-02,MSFT,330.29998779296875,333.489990234375,327.79998779296875,329.489990234375,30766000,321.80352783203125
232,2021-12-03,MSFT,331.989990234375,332.70001220703125,318.0299987792969,323.010009765625,41779300,315.47467041015625
233,2021-12-06,MSFT,323.95001220703125,327.45001220703125,319.2300109863281,326.19000244140625,30032600,318.5805358886719
234,2021-12-07,MSFT,331.6400146484375,335.79998779296875,330.1000061035156,334.9200134277344,31021900,327.10687255859375
235,2021-12-08,MSFT,335.30999755859375,335.5,330.79998779296875,334.9700012207031,24761000,327.15570068359375
236,2021-12-09,MSFT,334.4100036621094,336.489990234375,332.1199951171875,333.1000061035156,22214200,325.329345703125
237,2021-12-10,MSFT,334.9800109863281,343.0,334.7900085449219,342.5400085449219,38095700,334.549072265625
238,2021-12-13,MSFT,340.67999267578125,343.7900085449219,339.0799865722656,339.3999938964844,28899400,331.4823303222656
239,2021-12-14,MSFT,333.2200012207031,334.6400146484375,324.1099853515625,328.3399963378906,44438700,320.680419921875
240,2021-12-15,MSFT,328.6099853515625,335.19000244140625,324.5,334.6499938964844,35381100,326.8431091308594
241,2021-12-16,MSFT,335.7099914550781,336.760009765625,323.0199890136719,324.8999938964844,35034800,317.32061767578125
242,2021-12-17,MSFT,320.8800048828125,324.9200134277344,317.25,323.79998779296875,47750300,316.24627685546875
243,2021-12-20,MSFT,320.04998779296875,322.79998779296875,317.57000732421875,319.9100036621094,28326500,312.4469909667969
244,2021-12-21,MSFT,323.2900085449219,327.7300109863281,319.79998779296875,327.2900085449219,24740600,319.65484619140625
245,2021-12-22,MSFT,328.29998779296875,333.6099853515625,325.75,333.20001220703125,24831500,325.427001953125
